2387	1226898	1
4224	936645	1
13505	1347378	1
67613	1418719	1
209247	1347378	1
328341	1442976	1
365886	1095126	1
378984	1377187	1
407384	1315879	1
414812	677358	1
428145	486738	1
436250	912450	1
462104	1033376	1
466715	1063486	1
470022	814165	1
472687	1372232	1
478691	860322	1
480075	1317546	1
480708	1347378	1
484849	1347378	1
486738	432580	1
511044	826530	1
517854	760652	1
521536	1332571	1
527347	663918	1
539332	730952	1
556724	1345945	1
558304	1179994	1
563859	624532	1
565210	1347378	1
565289	1116991	1
572433	1347378	1
577614	760652	1
578623	917051	1
590078	1486395	1
595756	1134940	1
611647	518737	1
619772	1077101	1
627052	710655	1
628162	731428	1
658520	1478009	1
659386	1087523	1
665225	1478009	1
668071	1489570	1
671591	1323402	1
710655	627052	1
713082	534410	1
713725	870343	1
714806	578623	1
725519	1066094	1
728624	671591	1
730274	819926	1
731428	1317866	1
732345	731428	1
733060	1429065	1
733840	820741	1
736866	983232	1
760417	931751	1
763231	486767	1
767333	709704	1
769124	1216499	1
770843	870343	1
770881	1215523	1
771920	1489570	1
772932	1320285	1
775407	1374252	1
783265	1418719	1
814854	668275	1
819755	1118942	1
819926	1185866	1
823285	1165108	1
823286	862929	1
827107	1117321	1
839959	1146708	1
843595	457295	1
846275	870343	1
867821	716318	1
867821	917051	1
867821	962942	1
867821	971936	1
867821	1066282	1
867821	1248506	1
867821	1347378	1
867821	1471547	1
867821	1489570	1
867851	113610	1
867851	328341	1
867851	404931	1
867851	414812	1
867851	432580	1
867851	480075	1
867851	507707	1
867851	527385	1
867851	557691	1
867851	570708	1
867851	576838	1
867851	619362	1
867851	626095	1
867851	663918	1
867851	713082	1
867851	716318	1
867851	730952	1
867851	731798	1
867851	760652	1
867851	785084	1
867851	785998	1
867851	814165	1
867851	816541	1
867851	826530	1
867851	860322	1
867851	865673	1
867851	869913	1
867851	915372	1
867851	922771	1
867851	925917	1
867851	941520	1
867851	962942	1
867851	967428	1
867851	968223	1
867851	986550	1
867851	1013326	1
867851	1032242	1
867851	1033124	1
867851	1040337	1
867851	1063079	1
867851	1075561	1
867851	1095126	1
867851	1115276	1
867851	1116991	1
867851	1117321	1
867851	1164064	1
867851	1165398	1
867851	1165463	1
867851	1170231	1
867851	1176200	1
867851	1215523	1
867851	1215873	1
867851	1226898	1
867851	1238648	1
867851	1248506	1
867851	1265154	1
867851	1266601	1
867851	1269377	1
867851	1320313	1
867851	1323402	1
867851	1328221	1
867851	1336046	1
867851	1347378	1
867851	1366722	1
867851	1366742	1
867851	1366920	1
867851	1372232	1
867851	1378322	1
867851	1399500	1
867851	1424989	1
867851	1471547	1
867851	1488454	1
867873	436250	1
867873	581915	1
867873	619772	1
867873	663918	1
867873	709878	1
867873	716318	1
867873	814165	1
867873	860322	1
867873	921223	1
867873	1031053	1
867873	1274381	1
867873	1336651	1
867873	1338282	1
867873	1347378	1
867873	1425275	1
867873	1476120	1
867873	1492480	1
868224	456284	1
868224	486767	1
868224	683849	1
868224	692579	1
868224	986636	1
868224	1073761	1
868224	1075561	1
868224	1216761	1
868224	1316186	1
868224	1388713	1
868224	1418719	1
868820	407384	1
868820	456284	1
868820	511044	1
868820	511046	1
868820	526287	1
868820	556724	1
868820	565289	1
868820	567407	1
868820	575556	1
868820	581915	1
868820	628162	1
868820	659780	1
