1272914	172108	3
1272914	156682	3
1272914	48325	4
1272914	100444	4
1272914	174955	4
1272914	124826	5
1272914	12761	3
1272914	36368	3
1272914	102209	3
1272914	185069	4
1491448	38308	4
1491448	70982	3
1491448	154124	4
1491448	36368	5
1491448	36568	4
1491448	148719	3
1215292	179696	4
1215292	99933	4
1215292	126848	4
1215292	4834	3
1215292	87265	4
1215292	28923	3
1215292	52748	4
1215292	67020	4
1215292	157425	4
1215292	95153	4
1215292	181525	3
1215292	137805	4
1215292	114523	4
1215292	118335	4
1215292	80649	4
1072598	180796	5
1072598	146061	4
1072598	48325	3
1072598	70982	4
1072598	112769	3
1072598	165113	5
1072598	159172	5
1064712	126848	5
1064712	180796	4
1064712	16323	4
1179994	135658	3
1179994	180796	4
1179994	114766	4
1179994	38258	5
1179994	49322	5
1179994	104706	4
1179994	148190	5
962823	62958	5
962823	180796	5
962823	115509	4
962823	116245	5
988938	185069	5
1239924	114595	4
1239924	15859	4
1239924	181947	4
1239924	119775	4
1239924	113993	5
1239924	34558	4
1239924	19637	4
1239924	168996	4
1239924	39740	4
1239924	115199	4
1239924	96247	5
1239924	21305	4
1239924	115465	4
1239924	157628	4
1239924	146936	4
1239924	131541	4
1239924	186344	4
1239924	53697	3
1239924	95828	4
1239924	93522	3
1239924	179873	2
1239924	110151	4
1239924	110132	3
1239924	80635	2
1239924	111251	4
1239924	135436	1
1239924	141788	4
1239924	78746	4
1239924	16627	4
1239924	121181	4
1239924	80437	2
1239924	161625	4
1239924	20890	2
1239924	146113	5
1239924	46022	5
1239924	35279	4
1439097	35279	2
1372245	146113	5
1468175	171700	5
1468175	93522	4
1468175	79982	4
1467941	119775	5
1467941	114595	5
1467941	163446	5
1467941	172989	5
1467941	186476	2
1467941	157628	5
1467941	93522	4
1467941	146115	5
1467941	136187	5
1467941	187680	5
1467941	159436	5
1239924	151301	4
1239924	112668	4
1239924	155045	4
1239924	34390	4
1239924	20373	3
1239924	181826	3
1468175	100636	5
1468175	135923	3
1468175	3227	5
1468175	159396	5
1468175	106686	4
1468175	67303	4
1372245	129977	5
1372245	173395	2
1372245	119890	2
1376425	37532	4
1376425	149304	3
1376425	101438	5
1376425	169058	5
1376425	69943	5
1376425	151210	5
1376425	33952	4
1376425	3538	2
1376425	21041	5
1376425	34381	4
1376425	136993	2
1376425	129414	4
1376425	119890	5
1376425	188310	3
1376425	87193	5
1376425	28597	5
1178256	55882	3
1178256	165984	5
1178256	110991	2
1178256	166139	2
1178256	151301	2
1178256	146789	2
814854	166139	2
814854	34381	5
814854	87193	4
814854	12462	5
1080318	181526	5
1080318	78042	5
1080318	184259	4
1080318	129616	4
1080318	24328	5
1080318	137636	5
1080318	170385	3
1080318	151501	5
1080318	173561	3
1080318	23451	3
1080318	185168	4
1080318	187040	5
1080318	8216	3
1118804	28195	4
1165632	147566	5
1165632	135923	3
1165632	185168	1
1165632	33952	4
1165632	161404	2
1165632	166241	4
1165632	108256	4
1165632	12462	2
1165632	178441	4
1165632	129977	5
1024161	185168	5
1024161	125840	4
1024161	28195	3
1024161	28597	3
967106	37657	4
678282	119166	4
679403	119166	5
679403	130647	4
679403	11187	5
679403	38310	4
679403	101953	4
734301	135560	4
734301	130212	5
734301	106698	1
734301	129494	5
734301	135009	3
734301	68043	5
734301	119166	4
734301	139304	3
734301	158474	2
734301	77353	3
736492	8979	4
736492	185413	4
736492	156787	4
736492	77018	3
736492	73173	3
736978	99478	5
736978	117062	1
736978	169537	4
436250	188454	3
436250	20429	5
436250	115939	5
993864	90203	4
993864	21280	5
1315879	181437	3
462104	55711	3
458314	109187	5
458314	169537	5
542227	12523	5
542227	41353	4
619772	77018	4
558304	12523	4
558304	156787	4
521536	14414	3
521536	95637	3
521536	19911	4
521536	129058	5
521536	134273	4
663974	4417	4
663974	46801	4
663974	14414	5
663974	19712	4
659780	109187	3
1127596	65471	3
1127596	42103	3
838186	154630	1
838186	46801	4
838186	88885	5
838186	62242	4
838186	95637	3
838186	184577	2
838186	145002	2
1396794	69943	5
1396794	55444	4
1396794	159396	5
1396794	106686	4
1396794	28195	5
1396794	78410	2
1396794	141539	2
1396794	112668	5
1396794	150338	4
1229883	100636	4
1229883	149304	2
1229883	69943	1
1229883	127912	4
775407	114652	2
775407	68913	2
775407	166863	4
1166494	160498	4
1166494	1943	5
1166494	146440	4
1166494	9046	4
1166494	166096	4
